F0,F1,F2,F3,LABEL
-1.4992117269968455,5.202551821605549,-1.4992117269968455,5.202551821605549,0
-10.027096478361708,16.292373063263224,-10.027096478361708,16.292373063263224,2
-8.609967340206314,9.453918878888832,-8.609967340206314,9.453918878888832,1
-3.6118078423928313,9.10060120757019,-3.6118078423928313,9.10060120757019,0
-9.950580300767857,16.051346772799896,-9.950580300767857,16.051346772799896,2
-2.60725958738888,7.071547922766548,-2.60725958738888,7.071547922766548,0
-9.954488474967288,9.153596330285696,-9.954488474967288,9.153596330285696,1
-4.6458140064405296,10.161024663335954,-4.6458140064405296,10.161024663335954,0
-6.255441075529185,5.822257314882567,-6.255441075529185,5.822257314882567,1
-9.923153439399952,15.685778487890362,-9.923153439399952,15.685778487890362,2
-3.023897675796867,7.841390225722384,-3.023897675796867,7.841390225722384,0
-9.906256287433976,13.480874623653698,-9.906256287433976,13.480874623653698,1
-3.430257167806139,8.81713323972361,-3.430257167806139,8.81713323972361,0
-3.0514232878933636,7.784782059266645,-3.0514232878933636,7.784782059266645,0
-3.085410707893469,7.5186972378296355,-3.085410707893469,7.5186972378296355,0
-3.16920955592839,7.864686626011899,-3.16920955592839,7.864686626011899,0
-3.7630805867031483,8.578396793391583,-3.7630805867031483,8.578396793391583,0
-0.1519904403223081,2.876267430538792,-0.1519904403223081,2.876267430538792,0
-10.111130217762524,16.15614153285685,-10.111130217762524,16.15614153285685,2
-4.852754776161043,9.605313104780308,-4.852754776161043,9.605313104780308,0
-9.776434209314864,11.506188741367367,-9.776434209314864,11.506188741367367,1
-9.493618819568319,15.364688601943376,-9.493618819568319,15.364688601943376,2
-4.305931918034261,2.5449380969339055,-4.305931918034261,2.5449380969339055,1
-2.6106822926043742,7.681690423311466,-2.6106822926043742,7.681690423311466,0
-8.28424246345074,9.45877003831021,-8.28424246345074,9.45877003831021,1
-9.82468679123571,16.02854529110384,-9.82468679123571,16.02854529110384,2
-2.9463313674489715,8.264212597016707,-2.9463313674489715,8.264212597016707,0
-10.130723690201576,16.168749065375867,-10.130723690201576,16.168749065375867,2
-9.925271224755315,15.820989054219012,-9.925271224755315,15.820989054219012,2
-9.999896425624996,8.424946571247682,-9.999896425624996,8.424946571247682,1
-9.580127078736076,10.128919712479373,-9.580127078736076,10.128919712479373,1
-9.624861560905032,10.2528042065636,-9.624861560905032,10.2528042065636,1
-9.924322626348244,15.940699690414192,-9.924322626348244,15.940699690414192,2
-10.485750066681376,16.414410094759916,-10.485750066681376,16.414410094759916,2
-9.975307448601914,15.808185221166648,-9.975307448601914,15.808185221166648,2
-10.132188659381796,16.24273754208114,-10.132188659381796,16.24273754208114,2
-3.4609990375518094,8.448003560765013,-3.4609990375518094,8.448003560765013,0
-12.965206560729808,14.575204143738285,-12.965206560729808,14.575204143738285,1
-10.24369055861587,16.73303812231572,-10.24369055861587,16.73303812231572,2
-2.152623840118958,5.947390491397612,-2.152623840118958,5.947390491397612,0
-8.321539512209227,11.192730842357994,-8.321539512209227,11.192730842357994,1
-11.06310976516011,17.554010915060108,-11.06310976516011,17.554010915060108,2
-10.61584806541102,12.6818228874698,-10.61584806541102,12.6818228874698,1
-11.108080318791249,17.90934075356589,-11.108080318791249,17.90934075356589,2
-10.387071174864408,16.59978401307438,-10.387071174864408,16.59978401307438,2
-3.0344440975235636,8.47276857871641,-3.0344440975235636,8.47276857871641,0
-10.554769175558999,16.75770165512111,-10.554769175558999,16.75770165512111,2
-11.057182784217714,17.741143400357895,-11.057182784217714,17.741143400357895,2
-9.161423393350898,15.450315618515784,-9.161423393350898,15.450315618515784,2
-6.609938163896311,5.7846835832475705,-6.609938163896311,5.7846835832475705,1
-3.209145033935017,8.364615295695222,-3.209145033935017,8.364615295695222,0
-10.702988812294022,16.991541257789724,-10.702988812294022,16.991541257789724,2
-7.320301864591834,4.783671211662399,-7.320301864591834,4.783671211662399,1
-9.789245262547446,11.233443373252449,-9.789245262547446,11.233443373252449,1
-2.2161554183070953,6.917937936795829,-2.2161554183070953,6.917937936795829,0
-2.449933668893362,8.00141387463598,-2.449933668893362,8.00141387463598,0
-11.893822016557543,14.637057157841358,-11.893822016557543,14.637057157841358,1
-8.536952057432831,11.098075271491238,-8.536952057432831,11.098075271491238,1
-8.909396483370017,9.519359204512673,-8.909396483370017,9.519359204512673,1
-14.635430092355456,16.30868301688771,-14.635430092355456,16.30868301688771,1
-3.8115540488726074,8.235037277123412,-3.8115540488726074,8.235037277123412,0
-4.494608148517349,10.419159753687353,-4.494608148517349,10.419159753687353,0
-11.111261031927688,17.385657490146638,-11.111261031927688,17.385657490146638,2
-4.3160604157810365,9.386499619728392,-4.3160604157810365,9.386499619728392,0
-9.985604875277378,11.62691801846538,-9.985604875277378,11.62691801846538,1
-9.46511144306576,15.526238501387846,-9.46511144306576,15.526238501387846,2
-2.978125696274463,8.436139347412492,-2.978125696274463,8.436139347412492,0
-10.772503420089116,9.846363033015017,-10.772503420089116,9.846363033015017,1
-5.229278846943445,10.997448248576834,-5.229278846943445,10.997448248576834,0
-11.046425176946927,13.329577834923606,-11.046425176946927,13.329577834923606,1
