X,Y
-3.2921570379029923,-53.46841186743021
0.7995283748983302,-1.2625595765494886
-0.9362139523172175,-3.5061926411933393
-4.722679597604373,-107.22320038872762
-3.602673970449903,-49.13195017894435
4.931833639629233,8.901223526417843
-0.8502652525767682,-5.466241757348341
2.4540716248930936,-5.762631654389042
2.3096565553806734,-0.6005856827285019
0.7682044941848831,1.222677901659654
1.567869286517366,-3.9566374423739354
-2.362820520888925,-21.989894522780382
-0.28311317544098014,-6.118122753647718
1.6349749505215148,-10.468439637115234
0.6684103017637231,-4.119557194762385
0.9989770178771995,-3.029419143285342
-2.482237219472818,-21.7615227214908
2.6154747912974026,-1.5129522638041797
1.060796895047296,-4.754911565378456
4.562287217905174,6.50723267873118
